search URL:,https://patents.google.com/?q=%28%22livestock+waste%22+OR+manure+OR+%22animal+waste%22+OR+%22poultry+litter%22+OR+%22swine+manure%22%29+AND+%28processing+OR+treatment+OR+recycling+OR+utilization%29&oq=%28%22livestock+waste%22+OR+manure+OR+%22animal+waste%22+OR+%22poultry+litter%22+OR+%22swine+manure%22%29+AND+%28processing+OR+treatment+OR+recycling+OR+utilization%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
JP-2010509911-A,"Fermented Lactobacillus Ess-1, DSM17851 and use thereof for prevention and / or treatment of candidiasis and urinary tract infection ",エスセーアー・ハイジーン・プロダクツ・アーベー,"ウルリカ・フスマルク, ウルラ・フォルスグレン・ブルスク, エヴァ・グラン・ハカンソン, ダニエル・レンクヴィスト",2006-11-17,2006-11-17,2010-04-02,,https://patents.google.com/patent/JP2010509911A/en,https://patentimages.storage.googleapis.com/14/10/ec/b8e4d5ed0cdf70/2010509911-5.png
US-2008191164-A1,Method For the Treatment of a Material Other Than the Human Body ,Roquette Freres,"Leon Mentink, Joel Bernaerts",2005-05-12,2006-05-10,2008-08-14,,https://patents.google.com/patent/US20080191164A1/en,
JP-S63291810-A,Soil improver ,"レイモンド　レ　バン　マオ, ジェラルド　ピー．マックローリン, ピェール　レベスク, ジヤツク　ダニガン","レイモンド　レ　バン　マオ, ジェラルド　ピー．マックローリン, ピェール　レベスク, ジヤツク　ダニガン",1987-05-08,1988-05-06,1988-11-29,,https://patents.google.com/patent/JPS63291810A/en,
CN-101584626-A,Disposable diaper ,尤妮佳股份有限公司,"三岛祥宜, 凑大尚, 下江成明",2004-07-30,2005-07-29,2009-11-25,,https://patents.google.com/patent/CN101584626A/en,https://patentimages.storage.googleapis.com/98/47/a3/4d70252e4281c9/A2009101426590011H1.png
DE-19909642-C1,"Making three dimensional vehicular cladding, applies clear sheet to block of frangible e.g. stone or crystalline decorative material, followed by separation with thin frangible layer, followed by shaping and injection-molding ","Daimler Chrysler Ag, Rochus Jogerst Gmbh","Anita Warmuth, Frank Spoerle, Michael Walter",1999-03-05,1999-03-05,2000-04-20,2000-04-20,https://patents.google.com/patent/DE19909642C1/en,
US-5687534-A,Frame element and insertion element for stables ,Ikadan System A/S,"Bjarne Kongsgaard, Knud Haargaard, Thomas Olsen",1992-08-11,1993-08-10,1997-11-18,1997-11-18,https://patents.google.com/patent/US5687534A/en,https://patentimages.storage.googleapis.com/44/e5/3b/c477264109f733/US5687534-drawings-page-2.png
US-6497153-B1,Measuring spatial variability in soil characteristics ,"Bechtel Bwxt Idaho, Llc","Reed L. Hoskinson, John M. Svoboda, J. Wayne Sawyer, John R. Hess, J. Richard Hess",2000-09-28,2000-09-28,2002-12-24,2002-12-24,https://patents.google.com/patent/US6497153B1/en,https://patentimages.storage.googleapis.com/df/07/6b/e41658c0330e5b/US06497153-20021224-D00000.png
US-3779320-A,Agricultural machine for tilling the soil ,N Cantone,N Cantone,1969-11-05,1970-10-29,1973-12-18,1973-12-18,https://patents.google.com/patent/US3779320A/en,https://patentimages.storage.googleapis.com/83/4c/52/cbb5c7d5865899/US3779320-drawings-page-2.png
JP-H02178276-A,"Herbicide compound,herbicide composition and method for exterminating or suppressing weeds therewith ","Imperial Chem Ind Plc <Ici>, インペリアル・ケミカル・インダストリーズ・ピーエルシー","Trevor Lewis, トレボアー・ルイス, Harjinder S Bansal, ハージンダー・シング・バンソール, Raymond Leo Sunley, レイモンド・レオ・サンレイ, Michael Robert Bartley, マイケル・ロバート・バートレイ, Walter Hepworth, ウオルター・ヘツプワース, David J Gillman, デービツド・ジヨン・ギルマン, Ian Trevor Kay, アイアン・トレボアー・ケイ, David John Collins, デービツド・ジヨン・コリンズ",1988-11-07,1989-11-07,1990-07-11,,https://patents.google.com/patent/JPH02178276A/en,
PL-153527-B1,Method of removing of heavy metals from solutions containing phosphoric acid ,Norsk Hydro As,,1988-03-04,1989-03-03,1991-04-30,,https://patents.google.com/patent/PL153527B1/en,
AU-2006246670-A1,Method of improving plant growth and of increasing resistance to soil-borne fungal pathogens in plants ,Bayer Cropscience Ag,"Wolfram Andersch, Konstantinos Bloukidis, Kai-Uwe Brueggen, Alexandros Georgiou, Peter Marczok, Wolfgang Thielert",2005-05-19,2006-05-06,2006-11-23,,https://patents.google.com/patent/AU2006246670A1/en,
KR-20020029110-A,Biodisintegrable Nonwovens with Fluid Management Properties and Disposable Absorbent Products Containing Same ,"로날드 디. 맥크레이, 킴벌리-클라크 월드와이드, 인크.","파이-쟈 트사이, 브리지트 씨. 워테임",1999-08-25,2000-08-16,2002-04-17,,https://patents.google.com/patent/KR20020029110A/en,
SK-287091-B6,"Synergist active substance combinations for controlling harmful plants, method for controlling harmful plants and use the herbicide for controlling harmful plants ",Bayer Cropscience Aktiengesellschaft,"Erwin Hacker, Hermann Bieringer, Thomas Auler, Lothar Willms, Klemens Minn, Jens Hollander, J�Rgen Zindel, Wolfgang Giencke",1998-09-18,1999-09-20,2009-11-05,,https://patents.google.com/patent/SK287091B6/en,
CN-1274259-A,Hypersensitive response elicitor from i(pseudomonas syringae) and its use ,康乃尔研究基金会有限公司,"A·科尔默, A·查科夫斯基, J·R·阿法诺",1997-08-06,1998-07-24,2000-11-22,,https://patents.google.com/patent/CN1274259A/en,https://patentimages.storage.googleapis.com/ab/6d/11/d07406a49887bc/A9880992200431.png
KR-20080019710-A,Novel 2-azetidinone derivatives and their use as cholesterol absorption inhibitors for the treatment of hyperlipidemia ,아스트라제네카 아베,"수잔느 알렌팔크, 미카엘 달스트룀, 파나 후네그나우, 스태판 칼슨, 말린 레무렐, 앤-마그렛 린드크비스트, 토레 스케렛, 잉게마르 스타르케",2005-06-20,2006-06-19,2008-03-04,,https://patents.google.com/patent/KR20080019710A/en,
CA-2444145-C,"Preparation of formulations of angiotensin ii at1 receptors antagonists for the treatment of arterial hypertension, other cardiovascular illness and its complications ","Universidade Federal De Minas Gerais-Ufmg, Ruben D.M. Sinisterra, Robson Algusto Souza Dos Santos, Frederic Jean Georges Frezard, Washington Xavier De Paula","Ruben D.M. Sinisterra, Robson Algusto Souza Dos Santos, Frederic Jean Georges Frezard, Washington Xavier De Paula",2001-04-10,2002-04-09,2009-11-10,2009-11-10,https://patents.google.com/patent/CA2444145C/en,
MX-PA02001141-A,"Nicotinamide acids, amides, and their mimetics active as inhibitors of pde4 isozymes. ",Pfizer Prod Inc,Thomas Victor Magee,2001-01-31,2002-01-30,2002-09-18,,https://patents.google.com/patent/MXPA02001141A/en,
CA-2530522-A1,Use of compounds involved in biosynthesis of nucleic acids as cryoprotective agents ,"Chr. Hansen A/S, Borge Windel Kringelum, Niels Martin Sorensen, Peter Sorensen","Borge Windel Kringelum, Niels Martin Sorensen, Peter Sorensen",2003-07-02,2004-07-02,2005-01-13,,https://patents.google.com/patent/CA2530522A1/en,
KR-19990087187-A,"2-heteroylcyclohexane-1,3-dione ","스타르크, 카르크, 바스프 악티엔게젤샤프트","마르티나 오텐, 볼프강 폰데인, 스테판 엔겔, 레기나 루이제 힐, 우베 카르도르프, 마르쿠스 포쎈, 페터 플라트, 헬무트 발터, 칼-오토 베스트팔렌, 울프 미스리쯔",1996-02-24,1997-02-20,1999-12-15,,https://patents.google.com/patent/KR19990087187A/en,
KR-20000010944-A,Laundry detergent compositions comprising cationic surfactants and modified polyamine soil dispersents ,"레이써 제이코부스 코넬리스, 더 프록터 앤드 갬블 캄파니","랜덜 앨런 왓슨, 유진 폴 고쎌링크",1996-05-03,1997-04-25,2000-02-25,,https://patents.google.com/patent/KR20000010944A/en,
EP-0192308-B1,A reservoir for placing in a fixed position on the ground and method for manufacturing same ,Hendrik Willem Schelfhorst,Hendrik Willem Schelfhorst,1985-02-21,1986-02-18,1992-02-05,1992-02-05,https://patents.google.com/patent/EP0192308B1/en,https://patentimages.storage.googleapis.com/a3/52/17/7b65c35f22fd5d/imgf0001.png
JP-S5878597-A,Heteropolysaccharide s-194 ,メルク　エンド　カムパニー　インコーポレーテッド,"ジエリ−・エ−・パイク, スザンナ・エム・ステ−ンベルゲン, ハロルド・ア−ル・ヘイデン",1981-10-21,1982-10-21,1983-05-12,,https://patents.google.com/patent/JPS5878597A/en,
DE-2948420-A1,METHOD FOR PRODUCING PROTECTIVE LAYERS FOR PHOTOGRAPHIC MATERIALS ,"Agfa-Gevaert Ag, 5090 Leverkusen","Dipl.-Chem. Dr. Karl 4510 Krefeld Fuhr, Dipl.-Chem. Dr. Günter 5000 Köln Helling",1979-12-01,1979-12-01,1981-06-11,,https://patents.google.com/patent/DE2948420A1/en,
AU-2001240985-B2,Estrogen agonist/antagonist metabolites ,Pfizer Products Inc.,"Wesley Warren Day, James Frederick Eggler, Kim Anne Johnson, Chandra Aggarwal Prakash",2000-04-07,2001-03-19,2005-08-04,2005-08-04,https://patents.google.com/patent/AU2001240985B2/en,
WO-2006107921-A2,Lipophilic dye-based fret assays for clostridial toxin activity ,"Allergan, Inc.","Ester Fernandez-Salas, Lance E. Steward, Kei Roger Aoki",2005-04-05,2006-04-04,2006-10-12,,https://patents.google.com/patent/WO2006107921A2/en,
CA-2365865-A1,System for collection and disposal of pet waste or compostables ,Barbara R. Smith,Barbara R. Smith,1999-03-26,2000-03-24,2000-10-05,,https://patents.google.com/patent/CA2365865A1/en,
PT-86568-B,PROCESS FOR THE PREPARATION OF NEW 1-PHENOXYPHENYL-1-TRIAZOLYMETHYL-CARBINOIS ,Ciba Geigy Ag,"Adolf Hubele, Peter Riebli",1987-01-21,1988-01-19,1991-12-31,,https://patents.google.com/patent/PT86568B/en,
KR-20000071133-A,"Non-aqueous electrolyte secondary cell, negative electrode therefor, and method of producing negative electrode ","모리시타 요이찌, 마쯔시다덴기산교 가부시키가이샤","고토슈사쿠, 이노우에가오루, 다카하시유이, 스기모토도요지",1997-12-16,1998-12-15,2000-11-25,,https://patents.google.com/patent/KR20000071133A/en,
EP-0408772-B1,Exhaust gas cleaning method ,Ebara Corporation,"Shinji Ebara Corporation Aoki, Ryoji Ebara Corporation Suzuki, Akihiko Ebara Corporation Maezawa, Toru Ebara Corporation Agarida, Kyoichi Ebara Corporation Okamoto",1989-02-07,1990-02-07,1994-06-08,1994-06-08,https://patents.google.com/patent/EP0408772B1/en,https://patentimages.storage.googleapis.com/19/6d/ed/05371abaa1fb3a/imgf0001.png
HU-207498-B,Process for removing heavy metals from waste waters and process for producing precipitating agent for them ,"Julius Fueloep, Jozsef Kadas, Sandor Vekony","Julius Fueloep, Jozsef Kadas, Sandor Vekony",1988-07-07,1989-05-24,1993-04-28,,https://patents.google.com/patent/HU207498B/en,
NZ-522321-A,Soap based pesticides ,Procter & Gamble,"Philip Frank Souter, John Allen Burdis",2000-05-26,2001-05-24,2004-10-29,,https://patents.google.com/patent/NZ522321A/en,
KR-20020024129-A,Alcohol containing substances that become medicine ,손영석,손영석,2002-01-26,2002-01-26,2002-03-29,,https://patents.google.com/patent/KR20020024129A/en,
US-2004241246-A1,Fluid absorbing adhesive paste ,Lipman Roger D. A.,Roger Lipman,2003-05-20,2004-05-19,2004-12-02,,https://patents.google.com/patent/US20040241246A1/en,
DE-1643313-C3,Patent DE1643313C3 ,"Eli Lilly And Co., Indianapolis, Ind. (V.St.A.)",Quentin Francis Indianapolis Ind. Soper (V.St.A.),1951-01-28,1951-01-28,1975-01-30,1975-01-30,https://patents.google.com/patent/DE1643313C3/en,
EP-0385279-B1,"Bioactive agents, compositions and materials comprising said bioactive agents ","Morinaga Milk Industry Co., Ltd.","Mamoru Tomita, Seiichi Shimamura, Yasuo Fukuwatari, Hiroshi Miyakawa, Hitoshi Saitoh",1989-02-27,1990-02-22,1994-04-06,1994-04-06,https://patents.google.com/patent/EP0385279B1/en,
DE-4304103-A1,Patent DE4304103A1 ,Micron Technology Inc,"Trung T Doan, Tyler A Lowrey, J Brett Rolfson, David A Cathey",1992-02-14,1993-02-11,1993-08-19,,https://patents.google.com/patent/DE4304103A1/en,
PL-124220-B1,Self-propelled track cleaning machine ,Plasser Bahnbaumasch Franz,,1978-06-16,1979-04-27,1983-01-31,,https://patents.google.com/patent/PL124220B1/en,
DE-2024243-A1,Patent DE2024243A1 ,,,1969-05-20,1970-05-19,1970-12-03,,https://patents.google.com/patent/DE2024243A1/en,
DE-2918729-A1,"POLYCRYSTALLINE, LIGHT TRANSLUCENT ALUMINUM OXIDE, PROCESS FOR ITS MANUFACTURING AND ITS USE IN A HIGH PRESSURE VAPOR DISCHARGE LAMP ",Ngk Insulators Ltd,"Koichiro Maekawa, Isao Oda",1978-05-12,1979-05-09,1979-11-15,,https://patents.google.com/patent/DE2918729A1/en,
DE-3630035-C2,Device for loading a semiconductor wafer into a treatment chamber and ion implantation device with this device ,Eaton Corp,"Allen Edgar Armstrong, Victor Morris Benveniste, Geoffrey Ryding",1985-09-03,1986-09-03,1998-07-09,1998-07-09,https://patents.google.com/patent/DE3630035C2/en,
US-2006193897-A1,Enzyme feed additive and animal feed including it ,"Bedford Michael R, Morgan Andrew J, Timothy Fowler, Clarkson Kathleen A, Michael Ward, Collier Katherine D, Larenas Edmund A","Michael Bedford, Andrew Morgan, Timothy Fowler, Kathleen Clarkson, Michael Ward, Katherine Collier, Edmund Larenas",1993-12-17,2005-08-05,2006-08-31,,https://patents.google.com/patent/US20060193897A1/en,https://patentimages.storage.googleapis.com/8c/e3/a6/1aa93a0549d5d3/US20060193897A1-20060831-D00001.png
JP-H02175764-A,"Reactive dye, its preparation, and its use ","Ciba Geigy Ag, チバーガイギ　アクチエンゲゼルシヤフト","Athanassios Tzikas, アタナシオス　ツイカス",1983-07-29,1989-09-07,1990-07-09,,https://patents.google.com/patent/JPH02175764A/en,
DE-2119172-A1,Process for the production of a balloon catheter and balloon catheter produced according to this process ,"American Hospital Supply Corp., Evanston, 111. (V.St.A.)",Lawrence Webster Huntington Beach; Bett Bruce Douglas Dana Point; Lieber Clement Eugene Yorba Linda Calif. Blake (V.St.A.). P,1970-04-20,1971-04-20,1971-11-04,,https://patents.google.com/patent/DE2119172A1/en,
DE-3919464-A1,"DEVICE FOR FOCUSING A CAMERA, ESPECIALLY IN A HORIZONTAL AND VERTICAL DIRECTION OF AN IMAGE ",Fuji Photo Film Co Ltd,Yukihiro Kawada,1988-06-17,1989-06-14,1989-12-21,,https://patents.google.com/patent/DE3919464A1/en,
AU-1590988-A,Liposomal vesicles for intraperitoneally administering therapeutic agents ,"Vestar, Inc.",Leroy Leonard Richer,1987-04-06,1988-04-06,1988-11-04,,https://patents.google.com/patent/AU1590988A/en,
DD-246991-A5,"PROCESS FOR PREPARING 2- (2'-SUBSTITUTED BENZOYL) -1,3-CYCLOHEXANDION DERIVATIVES ",��@���������@�������k��,"Charles G Carter, David L Lee, William James Michaely",1984-12-20,1985-12-20,1987-06-24,,https://patents.google.com/patent/DD246991A5/en,
HU-201009-B,Process for producing 2-heterocyclic-3-alkoxy-(or alkylthio)-acrylic acid esters and fungicides comprising such compounds as active ingredient ,Ici Plc,"Vivienne Margaret Anthony, Kevin Beautement, John Martin Clough, Paul Defraine, Brian Kenneth Shell",1985-06-18,1986-06-16,1990-09-28,,https://patents.google.com/patent/HU201009B/en,
WO-2007013332-A1,Insecticidal and bactericidal composition ,"Mitsui Chemicals, Inc.","Michikazu Nomura, Naofumi Tomura, Ryutaro Ezaki, Nobuyuki Kawahara",2005-07-25,2006-07-19,2007-02-01,,https://patents.google.com/patent/WO2007013332A1/en,
WO-0018852-A1,Process and apparatus for producing hydrocarbons from city garbage and/or organic waste material ,"Zhou, Dingli",Li Xing,1998-09-24,1998-09-24,2000-04-06,,https://patents.google.com/patent/WO2000018852A1/en,
US-5273556-A,Process for disposing of sewage sludge ,Texaco Inc.,"Matthew A. McMahon, Ronald J. McKeon, Robert F. Heyl, Motasimur R. Khan, Kenneth W. McKenzie, Enrique F. dePaz",1992-03-30,1992-03-30,1993-12-28,1993-12-28,https://patents.google.com/patent/US5273556A/en,https://patentimages.storage.googleapis.com/cb/22/d8/010dd3195d0985/US5273556-drawings-page-2.png
KR-20010024771-A,Registration system for phasing simultaneously advancing webs of material having variable pitch lengths ,"데이비드 엠 모이어, 더 프록터 앤드 갬블 캄파니","헨리더글라스스코트, 마츠다도시유키, 밀러챨스필립, 스티븐스알톤헨리",1997-12-19,1998-12-19,2001-03-26,,https://patents.google.com/patent/KR20010024771A/en,
FI-112504-B,Procedure for identifying bacteria ,Cyflo Oy,"Mika Korkeamaeki, Jussi Vaahtovuo",2002-08-07,2002-08-07,2003-12-15,2003-12-15,https://patents.google.com/patent/FI112504B/en,
DE-2849090-A1,METHOD FOR PRODUCING MAYTANSINOID COMPOUNDS ,Takeda Chemical Industries Ltd,"Naoto Hashimoto, Toyokazu Kishi",1977-11-14,1978-11-11,1979-05-17,,https://patents.google.com/patent/DE2849090A1/en,
CN-101309932-B,New mucin-type glycoproteins and their applications ,独立行政法人理化学研究所,"丑田公规, 益田晶子, 堂前直, 古川英光, 宫胁敦史",2005-08-12,2006-08-11,2012-04-11,2012-04-11,https://patents.google.com/patent/CN101309932B/en,https://patentimages.storage.googleapis.com/1e/b3/c8/0758413377710c/S2006800382137E00011.png
EP-0695295-B1,"3-(hetero)aryl carboxylic acid derivatives, methods of preparing them and intermediates used in their preparation ",Basf Aktiengesellschaft,"Ernst Baumann, Joachim Rheinheimer, Uwe Josef Vogelbacher, Matthias Bratz, Hans Theobald, Matthias Gerber, Karl-Otto Westphalen, Helmut Walter, Wilhelm Rademacher",1993-04-23,1994-04-13,2002-03-06,2002-03-06,https://patents.google.com/patent/EP0695295B1/en,
DE-10221227-A1,Connectors with holders ,Yazaki Corp,Kenji Suzuki,2001-05-14,2002-05-13,2002-12-12,,https://patents.google.com/patent/DE10221227A1/en,
WO-9320718-A1,Food composition which inhibits formation of intestinal putrefaction product ,"Otsuka Pharmaceutical Co., Ltd.","Akihisa Takaichi, Toshihiko Okamoto, Yoshihide Azuma, Yoshinari Watanabe, Toshiaki Matsumoto, Katsuya Miyata, Shuichi Sakamoto, Hiroshi Okamatsu, Megumi Kumemura",1992-04-10,1993-04-02,1993-10-28,,https://patents.google.com/patent/WO1993020718A1/en,
EP-1391155-A1,"Composition for use in animal nutrition comprising a controlled release matrix, process for preparing and use thereof ",Vetagro S.r.l.,"Andrea Piva, Maurizio Tedeschi",2002-06-28,2002-11-15,2004-02-25,,https://patents.google.com/patent/EP1391155A1/en,https://patentimages.storage.googleapis.com/25/9d/ed/b4d8efa873c4bd/00320001.png
WO-2007032458-A1,"Seed coated with antagonistic microorganism, method of producing the same and method of protecting crop from diseases ","Sakata Seed Corporation, Hyogo Prefecture","Takeshi Kobayashi, Yoshihiro Hashimoto, Kenji Takebayashi, Masataka Aino",2005-09-16,2006-09-15,2007-03-22,,https://patents.google.com/patent/WO2007032458A1/en,
US-5290526-A,Processes to recover and reconcentrate gold from its ores ,"Geobiotics, Inc.","Dennis G. Kleid, William J. Kohr, Francis R. Thibodeau",1989-11-27,1992-07-01,1994-03-01,1994-03-01,https://patents.google.com/patent/US5290526A/en,
EP-0971952-A2,Diagnosis method and reagents ,"Royal Netherlands Academy of Arts and Sciences, Erasmus Universiteit Rotterdam, Universiteit Utrecht","Frederik W. Van Leeuwen, Franklin G. Grosveld, Johannes Peter Henri Burbach",1997-04-10,1998-04-02,2000-01-19,,https://patents.google.com/patent/EP0971952A2/en,
DE-3707867-A1,MIS-CONTROLLED SHUT-OFF THYRISTOR ,Toshiba Kawasaki Kk,"Takashi Shinohe, Katsuhiko Takigami, Hiromichi Ohashi, Akio Nakagawa",1986-03-11,1987-03-11,1987-09-24,,https://patents.google.com/patent/DE3707867A1/en,
EP-1750504-A1,Phytoactive composition ,Micap Plc.,"Stephen Craig Duckham, Lee Hinds, Gordon Nelson",2004-04-27,2005-04-27,2007-02-14,,https://patents.google.com/patent/EP1750504A1/en,
JP-4488852-B2,Composition having body fat reducing action ,味の素ゼネラルフーヅ株式会社,"一朗 浅野, 繁佳 藤井, 勝仁 武藤, 和泉 高尾, 和人 尾崎, 賢一 中室, 俊行 松島",2004-09-17,2004-09-17,2010-06-23,2010-06-23,https://patents.google.com/patent/JP4488852B2/en,https://patentimages.storage.googleapis.com/c2/b4/b4/aa1e0d42e9af0e/0004488852-2.png
WO-03045878-A2,"2,w-diaminocarboxylic acid compounds ",Basf Aktiengesellschaft,"Costin Rentzea, Ulf Misslitz, Matthias Witschel, Cyrill Zagar, Andreas Landes",2001-11-29,2002-11-28,2003-06-05,,https://patents.google.com/patent/WO2003045878A2/en,
US-2006254371-A1,Apparatus and method for collecting soil solution samples ,"Amnon Shiloni, Yoram Kadman","Amnon Shiloni, Yoram Kadman",2003-02-11,2004-02-16,2006-11-16,,https://patents.google.com/patent/US20060254371A1/en,https://patentimages.storage.googleapis.com/af/62/5b/8a4d5baf5cc982/US20060254371A1-20061116-D00000.png
TW-I305143-B,Disposable wearing article ,Uni Charm Corp,"Kaiyo Nakajima, Naoko Takada, Hironao Minato",2005-01-28,2006-01-26,2009-01-11,2009-01-11,https://patents.google.com/patent/TWI305143B/en,
CA-1098776-A,Flooring unit ,"Thomas D. Christie, Robert K. Ballantine, Pierre A. Moreau, Bcm Manufacturing Ltd.","Thomas D. Christie, Robert K. Ballantine, Pierre A. Moreau",1980-05-22,1980-05-22,1981-04-07,1981-04-07,https://patents.google.com/patent/CA1098776A/en,
US-6123036-A,Liquid mulch method and apparatus for manufacturing sods ,Decker; Henry F.,Henry F. Decker,1996-03-08,1998-09-14,2000-09-26,2000-09-26,https://patents.google.com/patent/US6123036A/en,https://patentimages.storage.googleapis.com/d4/c5/90/bf3210cb437764/US6123036-drawings-page-2.png
JP-2003509039-A,"CACNA1G polynucleotides, polypeptides and methods of using same ",ザ  ジョンズ  ホプキンス  ユニバーシティー  スクール  オブ  メディシン,イッサ，ジーン−ピエール,1999-09-15,2000-09-14,2003-03-11,,https://patents.google.com/patent/JP2003509039A/en,
ES-2659236-T3,Nematode damage reduction methods ,Syngenta Participations Ag,"Maxsyngenta Crop Protection Ag Angst, Elmar Kerber, Adelsyngenta Crop Protection Ag  Morcos",2004-06-07,2005-06-06,2018-03-14,2018-03-14,https://patents.google.com/patent/ES2659236T3/en,
IE-903664-A1,Freeze-Dried Dosage Forms and Methods for Preparing the Same ,Scherer Corp R P,,1989-12-28,1990-10-12,1991-07-03,,https://patents.google.com/patent/IE903664A1/en,
MX-PA97003523-A,Combinations of phenil sulfonilurea and project herbicides ,Hoechst Schering Agrevo Gmbh 13509 Berlin De,"Bieringer Hermann, Hacker Erwin, Schnabel Gerhard, Lorenz Klaus, Willms Lothar",1994-11-11,1995-10-30,1997-08-01,,https://patents.google.com/patent/MXPA97003523A/en,
JP-4592183-B2,"2-Benzoylcyclohexane-1,3-dione ",ビーエーエスエフ  ソシエタス・ヨーロピア,"エンゲル，シュテファン, ラインハイマー，ヨーアヒム, バウマン，エルンスト, ダイン，ヴォルフガング フォン, ヒル，レジナ，ルイーゼ, マイァ，グイド, ミスリッツ，ウルフ, ヴァーグナー，オリーファー, ヴィチェル，マティアス, オッテン，マルティナ, ヴァルター，ヘルムート, ヴェストファレン，カール−オットー",1997-08-07,1998-08-05,2010-12-01,2010-12-01,https://patents.google.com/patent/JP4592183B2/en,
JP-2001504382-A,Apparatus and method for recycling and conversion of garbage ,イースタン  パワー  リミテッド,"グレゴリー  エム． ヴォット, ヒューバート  エス． ヴォット, ハーマン  ケー． ウォルター",1995-12-01,1996-11-29,2001-04-03,,https://patents.google.com/patent/JP2001504382A/en,
DE-102006062250-A1,Use of a composition of minerals and / or vitamins and optionally acetogenic and / or butyrogenic bacteria for oral or rectal administration for the treatment and prevention of abdominal discomfort ,Roland Saur-Brosch,Roland Saur-Brosch,2006-12-22,2006-12-22,2008-06-26,,https://patents.google.com/patent/DE102006062250A1/en,
US-8133991-B2,Allergen inactivating agent ,Kao Corporation,"Mami Nonomura, Kimihiko Hori, Hiroshi Nojiri, Hiroyuki Yanagida, Fumiko Okuda",2002-07-03,2005-01-31,2012-03-13,2012-03-13,https://patents.google.com/patent/US8133991B2/en,https://patentimages.storage.googleapis.com/35/bc/e6/f35d2d3d8e7f9d/US08133991-20120313-D00001.png
JP-2003535330-A,Methods and systems for the classification of biological samples ,メディコメトリクス  アンパーツゼルスカブ,"ネルガールド，ラルス, アルブレヒトセン，モルテン, インゲマン オルセン，オレ, ハリット，ニールス, ブロ−イェルゲンセン，ラスムス",2000-06-02,2001-06-01,2003-11-25,,https://patents.google.com/patent/JP2003535330A/en,
US-2946597-A,Fertilizer mixer and spreader with partitioned container ,Merle W Simonsen,Merle W Simonsen,1957-09-18,1957-09-18,1960-07-26,1960-07-26,https://patents.google.com/patent/US2946597A/en,https://patentimages.storage.googleapis.com/d4/81/13/ccdf304b64797b/US2946597-drawings-page-1.png
US-5858320-A,Process for preparing ultrafine aluminum silicate salt particles ,You; Kyu Jae,Kyu Jae You,1996-12-12,1997-12-10,1999-01-12,1999-01-12,https://patents.google.com/patent/US5858320A/en,
US-6273929-B1,Extrusion process ,Basf Corporation,David G. Hobbs,1998-04-24,1999-04-23,2001-08-14,2001-08-14,https://patents.google.com/patent/US6273929B1/en,
CA-2510376-A1,Fungicides based on nitrogen-containing heterocycles ,"Syngenta Limited, Patrick Jelf Crowley, Markus Dobler, Urs Mueller, John Williams, Syngenta Participations Ag","Patrick Jelf Crowley, Markus Dobler, Urs Mueller, John Williams",2002-12-23,2003-12-03,2004-07-08,,https://patents.google.com/patent/CA2510376A1/en,
US-5537942-A,Apparatus for simultaneously seeding and fertilizing agricultural crops ,Swede Industries Inc.,Victor A. Wickstrom,1993-05-27,1994-01-27,1996-07-23,1996-07-23,https://patents.google.com/patent/US5537942A/en,https://patentimages.storage.googleapis.com/9b/3e/f7/8d270d7d0df228/US5537942-drawings-page-2.png
DE-102006041127-B3,Device for the examination or monitoring of plants ,Peter Osypka Stiftung Stiftung des bürgerlichen Rechts,Peter Dr.-Ing. Osypka,2006-09-01,2006-09-01,2008-03-06,2008-03-06,https://patents.google.com/patent/DE102006041127B3/en,
US-7503911-B2,Disposable wearing article ,Uni-Charm Corporation,"Yoshitaka Mishima, Taiji Shimakawa, Kaiyo Nakajima, Tomoko Sugito",2002-10-25,2003-10-23,2009-03-17,2009-03-17,https://patents.google.com/patent/US7503911B2/en,https://patentimages.storage.googleapis.com/a6/60/41/5b2a9ba1777767/US07503911-20090317-D00000.png
JP-2006226919-A,Animal drinking water / urine volume automatic measuring device and system using the same ,"Astellas Pharma Inc, アステラス製薬株式会社, Fujisawa Setsubi Service Kk, 藤沢設備サービス株式会社","Hiroe Nakayama, 啓江 中山, Masaru Kajiura, 勝 梶浦, Takamitsu Kamiyama, 貴光 神山, Koichiro Nemoto, 幸一郎 根本",2005-02-18,2005-02-18,2006-08-31,,https://patents.google.com/patent/JP2006226919A/en,https://patentimages.storage.googleapis.com/e3/31/dd/b6961218e58021/2006226919-3.png
WO-2006076057-A2,"Apparatus and methodologies for fertilization, moisture retention, weed control, and seed, root, and plant propagation ","World Response Group, Inc.","Phillip A. Mccrory, Richard A. Holloway, Blair K. Blacker, Maurice L. Hanson, Jr., Carlos M. Sarria",2005-01-11,2005-09-30,2006-07-20,,https://patents.google.com/patent/WO2006076057A2/en,
US-2997022-A,Animal feeder ,Harry H Kay,Harry H Kay,1958-08-11,1958-08-11,1961-08-22,1961-08-22,https://patents.google.com/patent/US2997022A/en,https://patentimages.storage.googleapis.com/f8/c3/22/c840c0f5dd0781/US2997022-drawings-page-1.png
